name,city,state,phone,website,source
Hilly Haven Meat Processing,Barren Springs,VA,276-766-0214,,assoc:VA
Hunter's Burden,Elliston,VA,540-871-4839,,assoc:VA
KC Farms Meats,Ferrum,VA,540-365-2697,,assoc:VA
Russell Meat Packing,Castlewood,VA,276-794-7600,,assoc:VA
Schrock's Slaughter House,Gladys,VA,434-283-5400,,assoc:VA
Seven Hills Food Co.,Lynchburg,VA,434-845-1100,,assoc:VA
Smith Valley Meats,Rich Creek,VA,540-726-3992,,assoc:VA
T&E Meats,Harrisonburg,VA,540-434-4415,,assoc:VA
Taylor's Meat Processing,Christiansburg,VA,540-382-1323,,assoc:VA
The Butcher's Block,Dry Fork,VA,434-432-2345,,assoc:VA
Valley Meat Processors,Dayton,VA,540-879-9041,,assoc:VA
Washington County Meat Packing & Livestock,Bristol,VA,276-466-3000,,assoc:VA
Willis Meat Processing,Willis,VA,540-789-7241,,assoc:VA
Yoder's Custom Meat Processing,Floyd,VA,540-745-4311,,assoc:VA
Adams Farm,Wilmington,VT,(802) 464-3762,http://adamsfamilyfarm.com/,assoc:VT
Brault's Meat Market and Slaughterhouse,Troy,VT,(802) 744-2271,http://www.braultsmarket.com/,assoc:VT
Green Pasture Meats,New Haven,VT,(802) 453-5107,http://www.greenpasturemeats.com,assoc:VT
Maple Ridge Meats,Benson,VT,(802) 537-2811,http://mapleridgemeats.com/,assoc:VT
Northeast Kingdom Processing,St. Johnsbury,VT,(802) 748-2233,http://nekprocessing.com/,assoc:VT
Royalton Meats,South Royalton,VT,(802) 763-8100,,assoc:VT
The Royal Butcher,Braintree,VT,(802) 728-9901,http://www.theroyalbutcher.com/,assoc:VT
Vermont Livestock Slaughter and Processing,Ferrisburgh,VT,(802) 877-3421,http://vermontmeat.com/,assoc:VT
Vermont Packing House,North Springfield,VT,(802) 886-8688,http://www.vermontpackinghouse.com/,assoc:VT
Westminster Meats,Westminster Station,VT,802-722-3133,westminstermeats.com,assoc:VT
Haun's Meat,Walla Walla,WA,,haunsmeats.com,assoc:MT
7 Foot Cattle Co.,Livingston,WI,608-943-6363,,assoc:WI
A Butchery Shoppe,Spring Valley,WI,715-778-5016,,assoc:WI
Adams Meats,Pella,WI,715-754-5136,,assoc:WI
Almena Meat Company,Almena,WI,715-357-3592,,assoc:WI
"Avon Locker, INC",Darlington,WI,608-776-2336,,assoc:WI
Badger Ham,Milwaukee,WI,414-241-4486,,assoc:WI
Barnyard Butchers LLC,Town of Brothertown,WI,920-464-0565,,assoc:WI
"Beck's Meat Processing, LLC",,WI,920-589-2104,,assoc:WI
Black River Meats,Withee,WI,715-229-9272,,assoc:WI
Blair Meat Market,Blair,WI,608-989-2510,,assoc:WI
Block 49 Meats,,WI,715-456-1730,,assoc:WI
Block and Cleaver Artisan Meats,Siren,WI,715-349-7282,,assoc:WI
"Bloomington Meats II, LLC",Bloomington,WI,608-994-2867,,assoc:WI
Brandon Meats and Sausage Inc,Brandon,WI,920-346-2227,,assoc:WI
Bubba's Meats,La Crosse,WI,608-782-8453,,assoc:WI
Bunzel's Meat Market,Milwaukee,WI,414-873-7960,,assoc:WI
Burbach's Meat Market,Milwaukee,WI,414-466-3291,,assoc:WI
Bushy's Meat Market,Independence,WI,715-530-1089,,assoc:WI
Butcher Block 66,,WI,715-344-7622,,assoc:WI
Cain's Processing,,WI,715-948-6328,,assoc:WI
Central Sausage,,WI,541-815-9545,,assoc:WI
Country Pride Meats,Clinton,WI,608-676-4181,,assoc:WI
Craig's Meats & Catering LLC,Mindoro,WI,,,assoc:WI
Crescent Meats,Cadott,WI,715-289-3000,,assoc:WI
Custom Meats of Marathon Inc,Marathon City,WI,715-443-3734,,assoc:WI
D&G Custom Meat Processing,Poynette,WI,608-617-2470,,assoc:WI
D-D Meat Processing LLC,,WI,920-946-2984,,assoc:WI
Daefler's Quality Meats,Frederic,WI,715-327-4456,,assoc:WI
Derks Meats,Boyd,WI,715-644-0997,,assoc:WI
Driftless Provisions LLC,,WI,920-860-0481,,assoc:WI
Eden Meat Market,Eden,WI,920-477-2711,,assoc:WI
Falls Meat Service,Pigeon Falls,WI,715-983-2211,,assoc:WI
Farm Country Butchery,Conrath,WI,715-532-5063,,assoc:WI
Farm Market at SCF LLC,,WI,715-933-0158,,assoc:WI
Fox Bros. Piggly Wiggly,Hartford,WI,262-644-5281,,assoc:WI
Fox Heritage Farms,Village of Prairie du Sac,WI,608-283-9500,,assoc:WI
Fraboni's,Monona,WI,608-222-6632,,assoc:WI
Frickin A Bar & Grill,Dorchester,WI,715-654-6510,,assoc:WI
"Gehrings Meat Market, Inc",K,WI,262-644-6272,,assoc:WI
"Geiss Meat Service, LLC",,WI,,,assoc:WI
Gempeler's Supermarket,Monticello,WI,608-938-4927,,assoc:WI
Glenn's Market & Catering,Watertown,WI,920-261-2226,,assoc:WI
Haen Meats,Kaukauna,WI,920-766-3239,,assoc:WI
Hansen's IGA Smokehouse,Bangor,WI,608-486-2049,,assoc:WI
Hauber Brand Meats,Dickeyville,WI,608-568-7579,,assoc:WI
Headings Family Meats,Spencer,WI,715-659-4000,,assoc:WI
"Hickory Hills Country Meats, LLC",,WI,920-849-2618,,assoc:WI
Hillcrest Meats,,WI,920-516-7405,,assoc:WI
His Meat Company,,WI,715-435-3250,,assoc:WI
Hoesly's Meats,,WI,608-527-2513,,assoc:WI
Iron Rails Meats,,WI,412-670-2482,,assoc:WI
Jim's Meat Market,Iron River,WI,715-372-8566,,assoc:WI
JM Watkins,Plum City,WI,715-647-2554,,assoc:WI
Johnson's Sausage Shoppe,Rio,WI,,,assoc:WI
Jones Dairy Farm,,WI,309-798-6305,,assoc:WI
Kettle Range Meat Co.,Milwaukee,WI,414-882-7000,,assoc:WI
KIDFARM LLC/Calanna Specialty Foods,Chilton,WI,920-850-4733,,assoc:WI
KONOP Meats Inc,Denmark,WI,920-863-5881,,assoc:WI
Lake Geneva Country Meats,Lake Geneva,WI,262-248-3339,,assoc:WI
Leroy Meats & Catering,Horicon,WI,920-485-2554,,assoc:WI
Lodi Sausage Co.,Lodi,WI,608-592-3534,,assoc:WI
Louie's Finer Meats,Cumberland,WI,715-822-4728,,assoc:WI
Lynn's Custom Meats & Catering LLC,Hayward,WI,715-634-0751,,assoc:WI
Malterer Meats,Iron Ridge,WI,920-625-2887,,assoc:WI
Maplewood Meats,Green Bay,WI,920-865-7901,,assoc:WI
Marchants Foods Inc,Brussels,WI,920-825-1244,,assoc:WI
Mars Meats,,WI,715-226-2854,,assoc:WI
Meatski's Quality Meats,Pound,WI,920-897-3392,,assoc:WI
Meier's Meat Processing LLC,Orchard Beach Drive,WI,920-627-1899,,assoc:WI
Merrill Distributing Inc,,WI,715-636-6322,,assoc:WI
Mid-State Technical College,,WI,715-389-7011,,assoc:WI
Miesfelds Triangle Market,,WI,920-565-6328,,assoc:WI
Milling Sausage Inc,Milwaukee,WI,414-645-2677,,assoc:WI
Mr. B's Smokehouse Meats,Hillsboro,WI,608-489-6727,,assoc:WI
Ney's Premium Meats,Slinger,WI,414-254-2664,,assoc:WI
Nordik Meats,Three Chimney Road,WI,608-634-4604,,assoc:WI
"Northern Trails Meats, LLC",,WI,920-261-7807,,assoc:WI
Northstar Bison,Cameron,WI,715-458-4300,,assoc:WI
Northwoods Locker LLC,County Highway D,WI,715-948-2554,,assoc:WI
Nueske's Applewood Smoked Meats,,WI,715-253-4000,,assoc:WI
Off The Rail Meats,Augusta,WI,715-286-2920,,assoc:WI
Old Germantown,,WI,262-345-5961,,assoc:WI
Ole's Up-North Sausage Company,East,WI,715-682-1195,,assoc:WI
"Pelkin's Smokey Meat Market, LLC",,WI,715-854-3681,,assoc:WI
People's Meat Market,Stevens Point,WI,715-592-6328,,assoc:WI
Pernat Haase Meats,Emerald Drive,WI,920-386-3340,,assoc:WI
Peroutkas Meat Processing,,WI,715-623-2227,,assoc:WI
"Peterson Craft Meats, Inc.",Town of Farmington,WI,715-417-2253,,assoc:WI
Pingel Processing LLC,County Road A,WI,715-851-8281,,assoc:WI
"Pinter's Packing Plant, Inc",Dorchester,WI,715-654-5444,,assoc:WI
Pond-Hill Processing LLC,Wittenberg,WI,715-253-2491,,assoc:WI
Prem Meats & Catering,Spring Green,WI,608-588-2164,,assoc:WI
Prime Choice Meat Market,Eagle River,WI,715-479-4456,,assoc:WI
Pritzlaff Wholesale Meats Inc,,WI,262-786-1151,,assoc:WI
Quality Cut Meats,Cascade,WI,920-528-8424,,assoc:WI
Ray's Market,Colby,WI,715-223-4855,,assoc:WI
Richland Locker Co.,,WI,608-647-4577,,assoc:WI
River Valley Meats LLC,Withee,WI,715-229-4230,,assoc:WI
RJ's Meats,,WI,715-386-9291,,assoc:WI
Roskom Meats,Kaukauna,WI,920-766-1657,,assoc:WI
Ross' Glenwood City Locker,Glenwood City,WI,715-265-4833,,assoc:WI
Sailer's Food Market & Meat Processing,Elmwood,WI,715-639-2191,,assoc:WI
"Salcherts Market, Inc",Main Street,WI,920-999-2651,,assoc:WI
Salmon's Meat Products,Luxemburg,WI,920-845-2721,,assoc:WI
Salty Heifers Processing,Clintonville,WI,920-901-5760,,assoc:WI
Sheboygan Pasty Company,Sheboygan,WI,920-226-3000,,assoc:WI
Smith Bros Meats,Colby,WI,715-223-2777,,assoc:WI
Soderman's Meat Processing,,WI,906-428-2487,,assoc:WI
Solar Meats LLC,Soldiers Grove,WI,608-624-5525,,assoc:WI
Sorg Farm Packing Inc.,Darien,WI,,,assoc:WI
Starzer Meats LLC,Pound,WI,920-897-3108,,assoc:WI
"Steve's Country Meats, LLC",Genoa,WI,608-689-2440,,assoc:WI
Stoddard's Market,Village of Cottage Grove,WI,608-839-4228,,assoc:WI
Stoneridge Wholesale,Coloma,WI,920-765-2163,,assoc:WI
Straka Meats Inc,Plain,WI,608-546-3301,,assoc:WI
The Durand Smokehouse,Durand,WI,715-672-8073,,assoc:WI
The Market at Beaver Dam,,WI,920-887-7675,,assoc:WI
The Meat Block LLC,Greenville,WI,920-757-6622,,assoc:WI
The Meat Market,,WI,608-356-5574,,assoc:WI
The Meat Schoppe,,WI,608-723-7979,,assoc:WI
United Steaks & Spirits,,WI,608-326-7777,,assoc:WI
UP Products,,WI,906-477-3864,,assoc:WI
Van Meter Meats,Luck,WI,715-472-2141,,assoc:WI
Vollwerth & Co.,,WI,906-482-1550,,assoc:WI
Von Ruden Meat Processing LLC,Town of Portland,WI,608-654-7941,,assoc:WI
"Weber's Processing Plant, Inc",Cuba City,WI,608-744-2159,,assoc:WI
Wenzel's Farm Sauage,,WI,715-387-1218,,assoc:WI
West Bend Sausage Plus,,WI,262-429-1896,,assoc:WI
Westby Locker & Meat,Westby,WI,608-634-4515,,assoc:WI
Wilson Farm Meats,,WI,262-723-2919,,assoc:WI
Wisconsin River Meats,Mauston,WI,608-847-7413,,assoc:WI
Witt's Sausage Haus,,WI,715-526-5478,,assoc:WI
Zuber's Sausage Kitchen,Monroe,WI,608-329-6500,,assoc:WI
Backwood Meat Processing,Hambleton,WV,940-9590,,assoc:WV
Call's Meat Market,Hurricane,WV,681-233-4444,,assoc:WV
Campbell's Butcher Shop,Daily,WV,338-6911,,assoc:WV
"Coal Miner's Beef Jerky Co, LLC",Kegley,WV,887-5165,,assoc:WV
"Cook Brothers Meat Company, Inc.",Cool Ridge,WV,787-3101,,assoc:WV
D & K Custom Cutting,,WV,739-2686,,assoc:WV
"Farm to Fork Meat Processing, LLC",Ripley,WV,488-2229,,assoc:WV
Hyde's Meat Packing,Enterprise,WV,592-1156,,assoc:WV
Jackson's Meat Shop,Summersville,WV,872-0209,,assoc:WV
"Jerry Branch Meats, LLC",Mt. Nebo,WV,872-2639,,assoc:WV
K&L Processing,New Haven,WV,882-3200,,assoc:WV
Keen Quality Meats,Amma,WV,565-2200,,assoc:WV
Lost River Butcher Block,Lost River,WV,897-7612,,assoc:WV
Mann's Meat Processing LLC,Lindside,WV,320-2035,,assoc:WV
Martin's Meadow Poultry,Martinsburg,WV,301-491-8604,,assoc:WV
Mineral County Technical Center Meat Lab,Keyser,WV,788-4240,,assoc:WV
Mountain Clean Whitetails,Horner,WV,452-8689,,assoc:WV
"Mountain Steer Meat Co, LLC",White Sulphur Springs,WV,661-3432,,assoc:WV
"Mountaineer Meats, LLC",Waverly,WV,679-3340,,assoc:WV
Preston High School Animal Processing,Kingwood,WV,329-0400,,assoc:WV
Renick Valley Meats,Renick,WV,992-9302,,assoc:WV
RLM Butchering & Meat Processing,Harts,WV,855-3526,,assoc:WV
Sliders Processing & Smoked Meats,Rockport,WV,474-3471,,assoc:WV
"Teppy Dreams, LLC",Albright,WV,379-3098,,assoc:WV
The Charm Farm,Beverly,WV,940-0960,,assoc:WV
"Triple P Meats, LLC",Tunnelton,WV,568-2352,,assoc:WV
"Warehouse Kids, LLC dba Healthy Kinds, Inc.",Morgantown,WV,549-4660,,assoc:WV
Wayne's Country Fresh Meats,Romney,WV,822-3693,,assoc:WV
WVU Div. of Animal Nutritional Science Muscle Foods Lab,Morgantown,WV,293-1896,,assoc:WV
307 Meat Company,Laramie,WY,307-343-9001,,assoc:WY
307 Meat Processing/Pat's Meat,Mills,WY,307-237-7549,,assoc:WY
307 Processing and Sausage,Byron,WY,307-548-6666,,assoc:WY
Basin Processing,Basin,WY,307-568-2234,,assoc:WY
Bear Mountain Beef,Hawk Springs,WY,307-575-2751,,assoc:WY
Big Horn Meat Cutting,Buffalo,WY,307-684-5387,,assoc:WY
Bovine and Swine,Jackson,WY,307-734-0201,,assoc:WY
C&A Meats,Sundance,WY,307-283-2505,,assoc:WY
Central Wyoming College,Riverton,WY,,cwc.edu,assoc:MT
Chug Springs Butchery,Chugwater,WY,307-365-4338,,assoc:WY
Country Style Processing,Glenrock,WY,307-436-5439,,assoc:WY
Cowboy State Custom Meats,Casper,WY,307-265-4744,,assoc:WY
Dan's Meat Processing,Evansville,WY,307-235-3157,,assoc:WY
Double L Meat Processing,Sheridan,WY,307-750-2584,,assoc:WY
FBS Hudson,Hudson,WY,307-332-2975,,assoc:WY
Genuine Meats LLC,Riverton,WY,307-855-5157,,assoc:WY
H's Custom Cuts,Wheatland,WY,,hscustomcutswy.com,assoc:MT
Henderson Meat,Urie,WY,307-786-4577,,assoc:WY
High Country Meats,Mountain View,WY,307-782-7284,,assoc:WY
Home on the Range,Cheyenne,WY,307-778-8036,,assoc:WY
Hy Country Meat Processing,Riverton,WY,307-797-4469,,assoc:WY
K Bar J Meats,Burns,WY,307-630-1273,,assoc:WY
Koehler Custom Processing,Gillette,WY,307-682-7673,,assoc:WY
Kompac Meat Processing,Mills,WY,307-234-2626,,assoc:WY
Lockhart Meat Company,Jackson,WY,307-264-1799,,assoc:WY
Merrill Meat Co.,Encampment,WY,307-327-5345,,assoc:WY
Off the Hook,Torrington,WY,307-338-5067,,assoc:WY
Paintrock Processing,Hyattville,WY,,paintrockprocessing.com,assoc:MT
Purcella's Meat Processing,Buffalo,WY,307-278-0800,,assoc:WY
R&B Processing,Green River,WY,307-875-2556,,assoc:WY
Riverton Packing,Riverton,WY,307-851-6723,,assoc:WY
Roger's Meat Processing,Powell,WY,307-754-2577,,assoc:WY
Sackett's Market,Sheridan,WY,,sackettsmarket.com,assoc:MT
Snake River Processing,Baggs,WY,307-383-6142,,assoc:WY
Star Valley Meat Block,Thayne,WY,307-883-2397,,assoc:WY
The Butcher Block,Laramie,WY,307-745-4534,,assoc:WY
Tom's Wild Game Processing,Douglas,WY,307-358-4377,,assoc:WY
UW Meat Lab,Laramie,WY,307-766-4163,,assoc:WY
Valley Meat Company,Dayton,WY,307-655-2551,,assoc:WY
Wapiti Valley Meats,Wapiti,WY,307-578-7102,,assoc:WY
Western Heritage Meat Company,Sheridan,WY,,westernheritagemeatco.com,assoc:MT
Western Heritage Meats,Sheridan,WY,800-674-3722,,assoc:WY
Wyoming Legacy Meats,Cody,WY,307-587-5827,,assoc:WY
Wyoming Ranch Foods,Torrington,WY,307-575-7501,,assoc:WY
Wyoming Wild Meats,Lyman,WY,307-787-6328,,assoc:WY
